Business_ID,Industry,Business_Structure,Revenue_Streams,Property_Ownership_vs_Leasing,Current_Tax_Strategy,Years_in_Business,Previous_Tax_Liabilities,Gross_Revenue,Net_Income,Taxable_Income,Income_Growth_Rate,Operating_Expenses,Payroll_Expenses,Retirement_Plan_Contributions,Healthcare_Expenses,Depreciation_and_Amortization,Interest_Expenses,R&D_Expenses,R&D_Credits,Energy_Efficiency_Credits,Work_Opportunity_Tax_Credit (WOTC),Employee_Retention_Credits (ERC),Carryforwards_and_Carryback,Home_Office_Deduction,Fixed_Assets,Capital_Expenditures,Vehicle_Use_for_Business,Major_Asset_Sales,Capital_Gains_and_Losses,Outstanding_Debt,Interest_Payments,Loan_Type,Business_Investments,Sales_Tax_Obligations,Inventory_Method,Number_of_Employees,Employee_Salaries_&_Wages,Bonuses_and_Incentives,Retirement_Contributions_for_Employees,Health_Benefits_Provided,R&D_Credit_Eligible,ERC_Eligible,WOTC_Eligible,Energy_Credit_Eligible,Home_Office_Eligible
10166,Healthcare,Sole Proprietorship,Software Sales,Owning,Aggressive,15,14496,5779042,3968949,3539701,-0.11464581834375992,1753263,1124100,6631,57409,50476,12725,424441,33435,8572,15082,27588,45765,1390,303271,25229,1260,55059,1048,201239,45276,Line of Credit,223216,31523,Weighted Average,486,789483,197983,383044,414593,1,0,1,1,1
10167,Manufacturing,C-Corp,Consulting,Owning,Aggressive,17,41068,501067,1659473,1967716,-0.18476815684551995,165281,1519390,11599,20577,93105,37704,36021,3370,238,14648,29808,8007,1112,406412,57587,11456,5079,82850,636517,18474,Short-term,350259,45627,Weighted Average,391,4252383,32449,399039,383722,1,0,1,1,1
10168,Tech,LLC,Software Sales,Owning,Aggressive,3,34806,7194176,1761952,1961672,-0.09777581376786348,723803,2017878,46462,90155,29552,43075,396998,38744,6843,364,22491,49379,2234,347232,54713,23320,25838,-4248,487044,22888,Line of Credit,297338,8464,FIFO,481,3209948,90333,264073,220905,1,0,1,1,1
10169,Healthcare,C-Corp,Consulting,Leasing,Balanced,12,27663,560796,787954,1232503,-0.02979422194287018,1607893,4722037,26658,86731,66242,38383,482093,20454,1105,1800,24188,35096,2866,444516,31997,14435,87340,20726,861740,15555,Line of Credit,433053,18110,FIFO,390,2230030,21782,228080,411252,1,0,1,1,1
10170,Tech,Sole Proprietorship,Subscription,Leasing,Balanced,2,46321,7840616,2958056,1173754,0.05529037872977993,1529405,325617,39845,32689,46772,30483,117369,41381,1386,14110,27079,41787,3068,190786,26101,43145,47109,-5212,356113,19115,Short-term,467110,47316,FIFO,338,3282311,21243,274228,312508,1,0,0,1,1
10171,Tech,S-Corp,Subscription,Owning,Aggressive,1,41495,6094376,757173,2943609,0.1075645702705999,754803,1814053,34574,16154,44730,8265,220702,38367,9719,5958,26062,49582,2179,304065,45391,49581,85211,-45253,24568,38386,Short-term,89358,8121,FIFO,301,68720,30379,345135,387371,1,0,1,1,1
10172,Retail,Sole Proprietorship,E-commerce,Owning,Balanced,23,27656,5389283,4560579,1486250,0.25530285860721086,208069,1103015,38536,99948,29948,23763,49111,3650,1667,9096,4019,9255,4967,276890,80863,28025,25594,-49955,543754,23338,Long-term,177648,10840,FIFO,383,1607582,38780,408823,493121,0,0,1,1,1
10173,Healthcare,Sole Proprietorship,Subscription,Owning,Conservative,21,30860,5958338,729447,1683707,0.05492700477522883,1432891,4480756,43910,26341,77311,11116,89402,45117,2691,7436,12419,32262,634,340679,77723,29109,42749,-42242,232129,41228,Long-term,369692,38080,Weighted Average,342,3594541,162812,87455,110353,1,0,1,1,1
10174,Healthcare,Sole Proprietorship,Consulting,Owning,Conservative,17,21832,5089904,1111404,3840315,0.05063782231286468,134456,101563,9995,79681,70093,16733,119774,25708,7756,12638,929,18093,3631,75350,64405,21754,36292,75076,591612,12964,Long-term,155799,41768,FIFO,115,4705871,115944,379684,259043,1,0,0,1,1
10175,Retail,S-Corp,Subscription,Leasing,Conservative,22,43787,9492609,3030248,3191396,-0.17487849508850895,1393279,2858768,27186,51330,70123,47660,253724,42662,1996,179,19396,5782,1399,191417,39948,5301,74534,90926,898640,40864,Short-term,39579,10461,FIFO,167,3089474,20984,483146,178515,1,0,1,1,1
10176,Manufacturing,Sole Proprietorship,E-commerce,Owning,Aggressive,16,26727,412023,2663987,3408270,-0.1825442236718881,871324,1355801,31245,92759,17535,26502,215657,3190,1425,3873,21408,1234,4786,250678,58031,8207,79233,6950,156539,7740,Line of Credit,101554,21927,LIFO,435,3918486,1050,381684,404879,1,0,1,1,1
10177,Tech,Sole Proprietorship,Software Sales,Leasing,Conservative,5,47815,6370016,2803913,2292641,0.07557998095818602,876841,2837754,24813,73416,67490,38420,304863,48113,8023,17570,6264,37973,2739,452436,42921,28920,51818,98421,610243,5442,Line of Credit,152627,25398,LIFO,265,4620384,138662,474571,180316,1,0,1,1,1
10178,Finance,Sole Proprietorship,Consulting,Leasing,Balanced,15,34545,7420583,2585232,384126,0.019089306624172242,1994715,1592701,15276,91807,47562,44241,227600,8789,6849,15455,29892,34188,3170,353275,77571,23203,13429,-30545,980452,20122,Long-term,320438,34086,Weighted Average,227,4826970,41205,258297,461607,1,0,1,1,1
10179,Tech,LLC,Software Sales,Owning,Aggressive,3,49522,7922636,2428907,2445514,0.2195901974901493,839497,4963799,21989,38313,90080,10247,180109,32125,3247,17157,7973,31996,1865,32063,82007,22545,57748,38552,157748,14036,Long-term,54777,16329,Weighted Average,151,2818627,16162,148041,349708,1,0,1,1,1
10180,Tech,Sole Proprietorship,E-commerce,Leasing,Balanced,28,7520,3277902,4582688,1882360,-0.11966020764407742,1835335,1700992,14746,51900,59535,24840,473319,33159,2592,12797,9697,29204,1955,127116,33460,25016,48807,-3884,104791,2100,Short-term,404122,16791,LIFO,268,1453038,50746,461275,488575,1,0,1,1,1
10181,Manufacturing,S-Corp,E-commerce,Leasing,Conservative,7,8081,855111,2879915,1177411,-0.1875141689414752,402688,4372200,46243,83840,99991,22058,125695,17459,1490,4460,21113,17152,4677,474952,26071,32098,7140,70461,696874,6200,Line of Credit,45751,15372,LIFO,116,2562322,145177,284477,156149,1,0,1,1,1
10182,Tech,Sole Proprietorship,E-commerce,Leasing,Conservative,11,39196,2420715,2413162,1710357,0.024519383965062924,1438060,1027497,20557,39695,42269,35929,134585,35418,1224,15316,24345,42364,2218,361057,71118,9556,63226,-9516,905150,39339,Long-term,205671,49703,FIFO,88,1704009,169571,475452,198921,1,0,1,1,1
10183,Retail,Sole Proprietorship,Software Sales,Leasing,Conservative,10,41735,2334805,4931909,2952511,-0.08126072162387127,53783,3869949,30060,35225,81674,19635,246255,46368,2587,352,11136,25019,1389,351090,53282,47563,14901,31638,556938,10748,Short-term,113750,28354,FIFO,318,1997924,168713,394326,115447,1,0,1,1,1
10184,Retail,S-Corp,Software Sales,Owning,Aggressive,9,44213,4404459,965113,3370922,-0.1751928133305813,54152,4234367,8568,91072,43462,26628,144407,47085,7714,5344,19203,19488,4879,187043,96725,21102,88815,84476,360434,45791,Long-term,79180,49469,Weighted Average,242,1606282,12628,495544,291775,1,0,1,1,1
10185,Healthcare,Sole Proprietorship,Software Sales,Owning,Balanced,14,19566,1999054,2742794,3739509,0.16229914342381446,1651605,3749469,37369,54156,4127,32362,175212,18768,3064,4507,29734,37123,3130,144670,63445,39893,28525,50647,87701,17593,Short-term,243986,45018,LIFO,360,3123300,174104,234919,193724,1,0,1,1,1
10186,Finance,S-Corp,Software Sales,Leasing,Aggressive,13,19042,3557550,2261549,4195479,-0.14420350002137627,1962057,264371,21041,82209,24147,21953,104126,49961,7804,4830,23039,19689,4276,20564,86067,2924,20491,15642,807115,19855,Line of Credit,209750,22537,Weighted Average,329,2729515,197101,41668,470662,1,0,0,1,1
10187,Tech,Sole Proprietorship,E-commerce,Owning,Aggressive,29,30498,1650184,2395704,3342198,0.10415975000388583,464718,3093128,8080,92453,46528,20128,211445,15563,832,11220,1184,28506,4114,252124,87208,20479,68816,-3991,239164,17677,Short-term,298788,35370,FIFO,333,3668850,39516,279089,305644,1,0,1,1,1
10188,Tech,S-Corp,E-commerce,Owning,Conservative,25,16329,4274482,4631025,337986,-0.05947512491655543,1621956,2209318,15854,32829,78095,48356,77658,27885,2440,117,24864,17715,1249,237506,59816,40451,34980,78824,463035,19983,Long-term,38521,26405,Weighted Average,40,2444523,88157,107528,423113,1,0,1,1,1
10189,Manufacturing,Sole Proprietorship,Consulting,Owning,Aggressive,25,36656,8253113,473332,3806001,-0.113251974822489,168725,3104510,4159,85908,69931,13061,165912,21885,4795,16865,22727,41029,3166,321869,90779,19922,95525,-20395,615266,44315,Long-term,16564,42815,Weighted Average,182,4620355,133548,51526,331059,1,0,1,1,1
10190,Retail,Sole Proprietorship,Consulting,Owning,Aggressive,2,7159,3373523,342575,2505912,-0.01012423854034128,511215,1172180,29025,30938,91925,7041,293151,6895,1646,4287,26387,13765,1245,96134,8060,19660,8078,60879,539148,39033,Line of Credit,110155,24703,Weighted Average,490,1556843,120558,52717,440593,1,0,1,1,1
10191,Finance,LLC,Software Sales,Owning,Conservative,3,42900,8577276,1509700,2062784,0.20072288811147682,1823500,430888,43081,64164,67381,13673,450163,23958,440,4477,16911,21942,53,115940,18731,47099,91654,70827,669089,526,Line of Credit,468856,16234,FIFO,209,907889,41800,457642,479886,1,0,0,1,1
10192,Healthcare,LLC,Subscription,Leasing,Aggressive,7,24363,7061383,79336,893605,-0.003953211547713664,191541,1373133,6368,59530,64749,22059,106833,1531,5956,6533,916,38712,2910,463156,82830,10945,89521,-44420,565639,39961,Long-term,425515,8532,Weighted Average,391,3535376,36788,237242,374904,1,0,1,1,1
10193,Retail,Sole Proprietorship,Subscription,Owning,Conservative,21,48241,8060339,3251078,2412948,0.17538482460552784,1847000,200285,36085,73199,39672,35328,118637,5481,9721,16627,26284,39894,2396,72085,25719,1306,48704,64902,515920,22206,Long-term,446174,41134,FIFO,273,3814218,121754,220238,299041,1,0,0,1,1
10194,Healthcare,Sole Proprietorship,E-commerce,Owning,Conservative,18,24033,2870742,1692425,1355823,-0.13725685160042467,1417203,3206699,29094,65282,14731,45722,382865,23932,2367,12755,3574,49632,442,27862,52042,23959,16997,-44600,334888,25160,Long-term,192150,36416,LIFO,119,3723535,27240,242644,188352,1,0,1,1,1
10195,Manufacturing,C-Corp,E-commerce,Owning,Conservative,3,15805,2870374,2657622,3473372,0.18638570983253955,928017,2527649,48040,52801,55512,18548,93220,21360,6696,865,3319,38031,4675,282409,54116,5231,79810,46032,689706,39877,Line of Credit,411637,7903,Weighted Average,382,699520,142994,357624,111639,1,0,1,1,1
10196,Manufacturing,S-Corp,E-commerce,Owning,Conservative,10,40851,7396405,1936963,810692,-0.08153333754667569,341898,2221130,3230,14465,99658,16078,26393,43642,5190,11173,17790,20478,3611,150777,31325,39796,868,77319,916630,42582,Long-term,355891,19242,Weighted Average,434,4681905,65198,487112,385993,0,0,1,1,1
10197,Tech,C-Corp,Consulting,Leasing,Aggressive,22,31832,6946539,2822605,468745,0.13869656494443638,705338,1217739,19517,8326,52024,6419,57480,24829,4663,5329,17625,22551,4377,196351,27597,13207,26398,56960,870587,16758,Line of Credit,278346,14788,FIFO,24,3569292,59739,214421,121118,1,0,1,1,1
10198,Finance,LLC,Consulting,Leasing,Conservative,29,18944,8759522,1497947,713812,0.08289077742049816,1156168,2211016,25991,8659,4832,36490,379387,19932,7062,603,5206,48068,2407,72471,72439,40426,81578,-10985,131449,38577,Long-term,376551,36249,Weighted Average,258,627748,13089,140673,329464,1,0,1,1,1
10199,Healthcare,LLC,E-commerce,Leasing,Conservative,7,24873,4209803,4226426,2972977,0.26457235860584366,1425263,3138411,3301,65289,33332,11550,350434,38931,4331,5756,23633,28072,822,101080,19551,7336,97356,21713,610988,33279,Short-term,440401,35588,FIFO,483,268792,33600,280074,213664,1,0,1,1,1
10200,Retail,LLC,E-commerce,Leasing,Aggressive,9,45372,5736289,3906756,3610118,-0.006338741012342997,63169,4598599,30610,32594,13467,31337,479551,38032,9496,11254,19517,35561,3702,483050,98287,47664,21246,96046,769774,24654,Short-term,139757,30513,Weighted Average,92,4843260,178248,9333,497702,1,0,1,1,1
10201,Manufacturing,LLC,E-commerce,Owning,Aggressive,17,28928,8851063,1548339,1398126,-0.1669174055827798,1510079,2726826,17927,9763,42025,2468,366407,15890,3034,4018,17182,2892,2939,466195,29278,10630,20561,95109,803387,30184,Long-term,95197,44039,LIFO,467,1083205,9167,207007,340433,1,0,1,1,1
10202,Tech,Sole Proprietorship,Subscription,Leasing,Balanced,11,20379,1134586,726296,3857042,-0.19042225722437356,74745,1498543,36678,93657,14107,25309,140179,18807,9377,5192,17907,33966,4736,327972,96189,18256,16254,97239,993146,15889,Short-term,47637,20542,LIFO,161,855488,79352,125384,41941,1,0,1,1,1
10203,Tech,LLC,Consulting,Owning,Aggressive,7,41751,6140502,429039,576644,0.21342928048637655,1703032,2712303,26466,15828,78994,1808,268137,11767,3262,2015,23593,24395,1031,389028,20141,34909,34512,38754,267571,26824,Line of Credit,154438,33294,LIFO,149,3963433,153236,22839,240748,1,0,1,1,1
10204,Healthcare,Sole Proprietorship,Subscription,Owning,Aggressive,24,39546,5647094,578714,692416,0.06236781883071607,658273,2447587,16904,52588,95202,25747,489557,8071,2107,9850,28683,18756,2016,118007,72913,42168,89532,-6852,473506,28185,Short-term,29276,4684,Weighted Average,117,158966,86965,318481,155306,1,0,1,1,1
10205,Manufacturing,Sole Proprietorship,Subscription,Owning,Balanced,28,29286,3200581,2961190,3187915,0.18762202591747462,1058347,3162963,42875,16221,44481,7719,93650,26149,7036,3380,4928,22174,562,56104,38615,34719,94154,72790,447509,27695,Short-term,348090,24795,Weighted Average,458,988305,126540,438420,85172,1,0,1,1,1
10206,Finance,LLC,E-commerce,Owning,Aggressive,14,10110,2761637,4685352,2813737,-0.08278719999424267,1860551,1121288,28081,16211,3581,17363,234397,15540,4320,3770,16105,34651,2538,50934,67751,43017,77395,36078,726696,22297,Line of Credit,446455,4651,LIFO,53,2239540,32415,25195,13376,1,0,1,1,1
10207,Manufacturing,LLC,E-commerce,Owning,Aggressive,19,17087,3772277,602439,1747542,-0.027458127243383146,1780328,3308273,26354,18569,76118,29718,379739,35676,5938,5829,2888,797,340,264606,32452,46704,57865,6879,818094,46939,Short-term,342358,11431,LIFO,302,2320660,72895,426064,302927,1,0,1,1,1
10208,Healthcare,S-Corp,Software Sales,Leasing,Aggressive,4,28762,2184504,4192535,4231896,-0.18494806389434054,41067,1781503,29761,42860,52638,29801,52066,4712,2747,1613,2690,8209,4567,386564,27725,31013,23580,69894,540696,6274,Short-term,160647,11131,FIFO,45,645070,80900,94229,444465,1,0,1,1,1
10209,Healthcare,C-Corp,Software Sales,Leasing,Aggressive,26,22081,3121372,323452,1514620,0.28074616228705607,71033,4330153,20300,76558,9418,44359,373994,26201,4677,13147,4091,41003,3775,16050,55391,15455,70959,15839,705763,32133,Long-term,439617,25091,FIFO,265,3601870,95330,380395,315169,1,0,1,1,1
10210,Manufacturing,LLC,Subscription,Leasing,Balanced,6,39947,4954042,828883,1214846,0.1339339533504067,65256,4459797,31491,50337,94627,38841,305086,44958,7972,15545,23666,49306,2296,185024,80060,5722,72144,-20244,273369,49831,Line of Credit,308374,25845,LIFO,486,4024750,59650,117265,26447,1,0,1,1,1
10211,Healthcare,S-Corp,Consulting,Leasing,Aggressive,10,14596,2571378,4421047,2032569,0.2666025438796531,765993,614111,37525,57311,30113,9012,16138,19899,4264,18263,25817,21346,234,489786,16698,13812,42485,93755,939700,1296,Line of Credit,215496,25491,LIFO,262,2549195,191053,265775,226937,0,0,1,1,1
10212,Manufacturing,S-Corp,E-commerce,Owning,Aggressive,7,43019,3930121,4993772,1889395,-0.06725179628546385,259455,1162791,28532,18515,85363,19029,118558,19787,3133,5372,13960,48025,1116,280628,91711,31276,50621,92097,473002,40547,Long-term,480479,5830,Weighted Average,307,3603719,1615,176926,26713,1,0,1,1,1
10213,Retail,C-Corp,E-commerce,Leasing,Balanced,13,47003,5453912,2239921,1029336,0.10573180561283041,522264,3921087,8464,76695,64044,47660,258480,20982,1465,10538,22633,28024,1908,334792,82850,37776,50665,99787,156444,28889,Long-term,391230,29640,LIFO,234,1358245,177684,369130,401013,1,0,1,1,1
10214,Manufacturing,Sole Proprietorship,Subscription,Owning,Conservative,14,23313,1453324,3248156,3178102,0.1392499841463189,1268993,2453869,18562,92227,80955,42017,437743,22606,4109,148,690,29414,1417,332089,7365,11060,70412,42943,791608,7688,Short-term,134526,8334,FIFO,375,3532385,78937,318142,277002,1,0,1,1,1
10215,Manufacturing,LLC,Software Sales,Leasing,Balanced,4,6013,6853008,4872139,2490979,-0.04122514987120579,959695,757948,43856,29904,62030,48915,271334,10150,2211,1754,25103,40818,4919,194750,48372,14056,50603,98188,551567,24196,Short-term,466833,48387,FIFO,35,2058731,42936,203462,192187,1,0,1,1,1
10216,Healthcare,C-Corp,Consulting,Owning,Conservative,8,28705,6224386,812371,3945513,0.22405461750781502,106803,2569244,49892,64935,12814,1767,354403,20393,5539,7378,1495,5947,1291,41323,49134,7655,21038,-13256,120401,2524,Short-term,159093,10304,FIFO,338,4867993,161444,298702,488224,1,0,1,1,1
10217,Healthcare,LLC,Software Sales,Owning,Balanced,5,6828,3472455,3307945,2072816,0.2735807314501239,1272390,841635,49028,48790,11024,4895,78422,37259,9735,13591,28401,9617,3488,96332,42823,23574,93542,74697,236801,8166,Long-term,407665,48647,FIFO,437,4900150,108812,270129,69834,1,0,1,1,1
10218,Tech,S-Corp,Software Sales,Leasing,Balanced,1,12909,4368173,3818950,101753,0.24242755884800216,138843,1477217,44511,73580,64288,43968,186770,46687,1689,9371,11085,20704,4727,366749,76158,14027,96346,66072,781668,36485,Line of Credit,413873,18032,FIFO,403,4574142,68875,328938,92060,1,0,1,1,1
10219,Tech,S-Corp,Software Sales,Owning,Aggressive,4,43356,6134722,192980,1111984,0.16953348796968626,499809,2754686,10683,80148,58836,41097,82315,46936,9763,12779,17276,28702,3654,490579,6949,5030,14325,83196,981744,7084,Short-term,302203,26755,FIFO,197,212527,82782,48585,252995,1,0,1,1,1
10220,Retail,Sole Proprietorship,Software Sales,Owning,Conservative,3,18109,9358415,4746671,4358420,-0.061267660137522995,573280,3240545,34634,10636,8435,16332,486926,27750,7727,9795,24962,1892,528,265540,54396,25243,35892,-42824,513575,25962,Long-term,6532,48353,LIFO,25,3726152,62700,220886,407755,1,0,1,1,1
10221,Tech,S-Corp,E-commerce,Leasing,Aggressive,9,7023,7110131,2484003,695496,-0.05919197894718414,1281179,241414,2060,82129,68084,15621,29086,8593,7764,19436,25825,29754,3324,264547,36912,34289,1753,41310,888836,27544,Line of Credit,107666,1016,FIFO,395,999929,9109,307408,467199,0,0,0,1,1
10222,Manufacturing,S-Corp,E-commerce,Owning,Conservative,8,19537,4496720,307354,2775090,0.28168016022301895,593091,4461116,11269,7892,71601,12334,410538,17358,4541,5692,10720,3424,1980,438577,61947,20739,95067,99748,179259,5785,Long-term,186877,9308,FIFO,202,2173691,24758,431542,422073,1,0,1,1,1
10223,Healthcare,C-Corp,Software Sales,Leasing,Balanced,1,31661,4170028,3256943,3245228,-0.194857752032154,1440695,2073729,25065,26672,89416,19174,125604,16607,3541,4218,5873,42218,2939,282459,49387,35168,17996,-4823,257145,7870,Short-term,86551,30654,FIFO,273,232736,109592,351960,376042,1,0,1,1,1
10224,Tech,LLC,Consulting,Leasing,Balanced,27,43659,8051036,1967160,2203349,0.15802498662107223,1787413,2412110,4895,10812,4407,34653,362958,37381,818,4803,4503,13418,1329,320112,68965,45698,68811,60623,320625,18403,Long-term,173828,40244,FIFO,36,438158,14317,457477,374351,1,0,1,1,1
10225,Tech,LLC,Subscription,Leasing,Conservative,6,38848,6969989,3365258,533992,0.15312308127763108,164282,1653083,17323,5654,99943,41502,119324,24811,4521,18761,11720,29886,1233,167591,21508,37491,74283,-49003,693835,32999,Long-term,76880,6942,LIFO,474,1136939,183495,39022,408580,1,0,1,1,1
10226,Retail,C-Corp,Consulting,Owning,Aggressive,9,42804,1469277,4421545,116240,0.11134477047489871,496545,2025726,14352,59633,33940,37674,476785,28074,1124,11672,13964,34783,1753,281251,50592,31013,45211,70179,54552,32868,Long-term,111734,3693,Weighted Average,223,498739,26622,413883,207057,1,0,1,1,1
10227,Retail,Sole Proprietorship,Consulting,Owning,Aggressive,7,20379,5622567,2285883,4469899,0.2950544230434329,1094846,3412862,46643,22143,6666,38260,216682,20595,5660,3182,897,23057,2800,65781,6919,7579,62820,70403,209041,23495,Long-term,381141,16562,Weighted Average,352,262723,7800,23065,462385,1,0,1,1,1
10228,Manufacturing,LLC,Consulting,Owning,Aggressive,4,32766,6822090,2600982,3931151,-0.044060282118137395,1523800,1420808,40591,60934,38122,43498,391065,44194,5641,11009,17094,4833,2933,276013,47595,19242,824,92303,217606,40124,Line of Credit,210714,7259,Weighted Average,277,2048366,36539,381526,96366,1,0,1,1,1
10229,Healthcare,S-Corp,Software Sales,Leasing,Aggressive,13,48590,849971,814265,1367042,-0.030014068103375924,1991277,4191430,32890,72334,26092,3073,3435,49377,1129,14328,3695,9894,2759,353127,14617,5781,13880,45287,764965,35700,Short-term,432422,49347,Weighted Average,18,4825029,134672,133145,162150,0,0,1,1,1
10230,Retail,LLC,E-commerce,Owning,Balanced,17,7563,8322502,358617,1988061,-0.16053029852672224,1837793,31650,34016,34087,76645,7269,363649,26853,1702,19544,2686,48710,2775,430586,80268,21448,66617,69574,796157,23341,Line of Credit,319312,43236,FIFO,188,4871307,86163,354335,440790,1,0,0,1,1
10231,Tech,S-Corp,Consulting,Leasing,Balanced,28,41060,7849972,3030346,4425224,0.021399068271868715,551740,1414962,13962,16618,27505,18194,315475,8183,2001,2586,23572,41833,3487,465911,38298,46641,11517,71509,410074,5366,Long-term,118123,5942,Weighted Average,402,1970908,161441,408222,273013,1,0,1,1,1
10232,Healthcare,Sole Proprietorship,Software Sales,Leasing,Balanced,2,34197,4560276,794748,938332,-0.06947573688257597,1372206,3033846,35302,13446,37713,27811,160014,20661,6912,2648,5778,565,3850,463638,11929,22446,21683,35447,739846,14066,Long-term,211260,48419,Weighted Average,257,830161,17689,338963,334768,1,0,1,1,1
10233,Healthcare,C-Corp,Consulting,Owning,Balanced,28,8586,7556688,3686562,919854,-0.0283066489111779,1083435,1883204,21846,92182,55387,7841,190707,41169,3878,7313,24152,40180,2527,17971,19456,12043,16876,59522,84474,38322,Short-term,422766,37556,LIFO,142,3788995,82459,374302,181147,1,0,1,1,1
10234,Tech,LLC,Consulting,Leasing,Balanced,5,21087,4175837,2104410,4065942,0.21728589512781382,964740,2923293,6011,53867,44169,44723,422275,36495,7232,18101,15150,18402,4997,368949,91676,20853,56354,31144,297312,42376,Short-term,404605,1371,LIFO,136,4485905,39469,443292,103676,1,0,1,1,1
10235,Retail,C-Corp,Software Sales,Owning,Aggressive,12,28225,9830665,2527748,2574957,0.26774225676374785,969403,2349189,21782,56028,74282,35800,188629,13703,9998,12544,21397,42845,890,264927,88721,21079,73802,42693,566387,29052,Line of Credit,92897,28383,LIFO,450,210701,133030,204933,13659,1,0,1,1,1
10236,Tech,LLC,E-commerce,Owning,Aggressive,27,34750,2333706,784275,203187,-0.1071334639974072,1624947,216251,4155,65101,78511,10699,375601,30815,6331,7407,20896,10315,2065,297795,42924,18101,76719,44315,212252,35049,Line of Credit,171919,24404,FIFO,307,1494542,61012,232391,439586,1,0,0,1,1
10237,Healthcare,S-Corp,E-commerce,Owning,Aggressive,21,11643,6194645,1347819,1602518,-0.013745534223267075,1922716,3854328,41725,32200,52742,46505,314533,29565,6035,17254,16799,12834,1188,329118,29240,1642,86602,-22613,774742,25414,Short-term,109599,8120,FIFO,79,3535994,61021,448609,379032,1,0,1,1,1
10238,Finance,C-Corp,Subscription,Owning,Aggressive,8,32523,8974365,1084186,1722678,0.264315281057697,1180038,4080101,11196,93074,41522,11762,315158,22942,6523,15234,9663,2314,4297,33446,92381,29016,78413,-45910,333599,44330,Line of Credit,346383,6702,FIFO,444,2219172,182854,270287,68185,1,0,1,1,1
10239,Finance,LLC,Software Sales,Owning,Balanced,6,41727,2154376,648506,207527,-0.1690957696553887,1216311,4523207,45459,66465,82132,40897,426042,42986,8111,19958,4180,37180,740,267419,14228,19932,9982,70846,588528,45042,Long-term,285786,9347,LIFO,418,2351770,191387,237413,127136,1,0,1,1,1
10240,Manufacturing,S-Corp,Subscription,Leasing,Balanced,8,16005,1285111,606718,2784804,-0.15381973594431075,1948084,1426693,23709,91436,4880,42556,292441,33161,8736,15012,4262,3883,1369,179180,26686,45653,74504,-9761,346940,22833,Long-term,374006,36429,Weighted Average,292,3858878,25642,324649,483137,1,0,1,1,1
10241,Tech,C-Corp,Subscription,Leasing,Balanced,18,48543,5061828,1646853,1627819,-0.11860450539688533,269737,904801,15327,92892,44454,3147,43890,48760,2401,9735,27007,44152,1389,478395,16920,25945,26598,-46257,851024,16458,Short-term,253751,40419,LIFO,62,1943413,80003,410633,184823,0,0,1,1,1
10242,Tech,C-Corp,Subscription,Leasing,Conservative,3,5161,7832752,402414,1560373,0.09760641706343737,1349773,1734854,37474,93559,56711,34383,283466,41803,9481,13425,2515,10051,2000,13823,12432,8549,14639,-19076,795034,21454,Line of Credit,41509,26040,FIFO,129,922562,124714,167372,334902,1,0,1,1,1
10243,Manufacturing,LLC,E-commerce,Owning,Aggressive,22,21029,2492919,3013944,634557,-0.12476386449700128,162157,392811,34769,44148,44539,34715,35739,9716,8974,15698,25671,40984,1471,154526,68575,14397,70210,91268,394325,10138,Long-term,346561,38646,LIFO,499,4379797,1205,490278,225945,0,0,0,1,1
10244,Manufacturing,LLC,Software Sales,Owning,Aggressive,12,19226,1600948,2397693,1030121,0.28403819072536673,1420465,4705995,43993,87928,69321,39445,402935,41563,539,15321,25385,11695,1536,145004,76725,26362,69852,80160,262051,34647,Short-term,316381,46859,Weighted Average,341,1923046,93945,296040,146203,1,0,1,1,1
10245,Manufacturing,LLC,Subscription,Owning,Balanced,29,33731,6427090,2813545,3489330,0.02335726362926016,210167,1018314,26700,25698,88985,41634,79553,33349,5615,12646,11236,23123,318,413436,98575,48842,9695,41815,974962,10175,Line of Credit,151486,38083,FIFO,298,2890469,13442,252541,142430,1,0,1,1,1
10246,Healthcare,S-Corp,Software Sales,Leasing,Aggressive,26,48922,4207834,3566144,1765049,0.05075898017508318,613805,4418608,16820,47470,15799,3013,8314,47098,2956,19624,22024,7902,2264,215162,38910,47539,48582,55312,111611,24554,Long-term,330320,23542,Weighted Average,257,4427577,92826,239051,101150,0,0,1,1,1
10247,Tech,LLC,Software Sales,Owning,Aggressive,3,49848,2508630,3998401,3285705,-0.07667069209729677,1745089,2503330,12891,97071,61102,21081,93831,42899,8077,4893,14104,45955,1894,77965,35226,34717,31094,18860,592334,43534,Line of Credit,133633,43733,Weighted Average,480,3752341,137763,317773,460587,1,0,1,1,1
10248,Healthcare,C-Corp,E-commerce,Leasing,Balanced,22,8390,5937196,174932,523442,0.035480126217366736,1204895,1727787,36629,56660,51726,17874,337308,132,3722,9476,6616,17573,3711,431424,78150,24016,60635,30399,784756,32161,Line of Credit,347009,9308,FIFO,212,4502048,39909,425822,223379,1,0,1,1,1
10249,Manufacturing,C-Corp,Subscription,Leasing,Conservative,6,10997,8195213,318083,4149545,0.13095681631850575,948057,4406208,7269,58910,49784,38755,369802,47752,5087,17270,17376,29374,4819,476196,64099,15732,22187,-1205,26488,17684,Line of Credit,122181,40242,Weighted Average,54,2327846,20504,44916,482355,1,0,1,1,1
